Title,Date,Is_Series,Series_Name,Episode_Title,Season,Year,Month,Day,Day_of_Week,Is_Weekend,Genres,Release_Year,Original_Language,Popularity,Rating,Total_Episodes
That '70s Show: 6. Sezon: Birleşin,2020-03-22,True,That '70s Show,Birleşin,6.0,2020.0,3.0,22.0,Sunday,True,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 6. Sezon: Çocuklar Fena Değil,2020-03-22,True,That '70s Show,Çocuklar Fena Değil,6.0,2020.0,3.0,22.0,Sunday,True,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 5. Sezon: Kutlama Günü,2020-03-21,True,That '70s Show,Kutlama Günü,5.0,2020.0,3.0,21.0,Saturday,True,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 5. Sezon: Göçmen Şarkısı,2020-03-21,True,That '70s Show,Göçmen Şarkısı,5.0,2020.0,3.0,21.0,Saturday,True,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 5. Sezon: Bu Yalnız Benim Suçum,2020-03-21,True,That '70s Show,Bu Yalnız Benim Suçum,5.0,2020.0,3.0,21.0,Saturday,True,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 5. Sezon: Beni Çok Şaşırttın,2020-03-21,True,That '70s Show,Beni Çok Şaşırttın,5.0,2020.0,3.0,21.0,Saturday,True,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 5. Sezon: Ayaklar Altına Alınmış,2020-03-21,True,That '70s Show,Ayaklar Altına Alınmış,5.0,2020.0,3.0,21.0,Saturday,True,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 5. Sezon: Acımak Yok,2020-03-21,True,That '70s Show,Acımak Yok,5.0,2020.0,3.0,21.0,Saturday,True,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 5. Sezon: Onu Eve Getir,2020-03-20,True,That '70s Show,Onu Eve Getir,5.0,2020.0,3.0,20.0,Friday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 5. Sezon: Evermore Savaşı,2020-03-20,True,That '70s Show,Evermore Savaşı,5.0,2020.0,3.0,20.0,Friday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 5. Sezon: Çok Fazla Aşk,2020-03-20,True,That '70s Show,Çok Fazla Aşk,5.0,2020.0,3.0,20.0,Friday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 5. Sezon: Eric ve Donna Evcilik Oynuyor,2020-03-20,True,That '70s Show,Eric ve Donna Evcilik Oynuyor,5.0,2020.0,3.0,20.0,Friday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 5. Sezon: Bebeğim Seni Terk Edeceğim,2020-03-20,True,That '70s Show,Bebeğim Seni Terk Edeceğim,5.0,2020.0,3.0,20.0,Friday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 5. Sezon: Senin Zamanın Gelecek,2020-03-20,True,That '70s Show,Senin Zamanın Gelecek,5.0,2020.0,3.0,20.0,Friday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 5. Sezon: Sisli Dağın Dansı,2020-03-20,True,That '70s Show,Sisli Dağın Dansı,5.0,2020.0,3.0,20.0,Friday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
Isn't It Romantic,2020-03-19,False,Isn't It Romantic,,,2020.0,3.0,19.0,Thursday,False,"Comedy, Fantasy, Romance",2019.0,en,17.737,6.213,
That '70s Show: 5. Sezon: Sevdiğim Kız,2020-03-19,True,That '70s Show,Sevdiğim Kız,5.0,2020.0,3.0,19.0,Thursday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 5. Sezon: Sınav Sonuçları,2020-03-19,True,That '70s Show,Sınav Sonuçları,5.0,2020.0,3.0,19.0,Thursday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 5. Sezon: Siyah Köpek,2020-03-18,True,That '70s Show,Siyah Köpek,5.0,2020.0,3.0,18.0,Wednesday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 5. Sezon: Teşekkürler,2020-03-18,True,That '70s Show,Teşekkürler,5.0,2020.0,3.0,18.0,Wednesday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 5. Sezon: Kitty'nin Köpeği,2020-03-18,True,That '70s Show,Kitty'nin Köpeği,5.0,2020.0,3.0,18.0,Wednesday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 5. Sezon: Tepelerin Ardında ve Çok Uzaklarda,2020-03-18,True,That '70s Show,Tepelerin Ardında ve Çok Uzaklarda,5.0,2020.0,3.0,18.0,Wednesday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 5. Sezon: Erkek Yüzüğü,2020-03-17,True,That '70s Show,Erkek Yüzüğü,5.0,2020.0,3.0,17.0,Tuesday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 5. Sezon: Gönül Avcısı,2020-03-17,True,That '70s Show,Gönül Avcısı,5.0,2020.0,3.0,17.0,Tuesday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 5. Sezon: Olan Şey ve Olmaması Gereken Şey,2020-03-17,True,That '70s Show,Olan Şey ve Olmaması Gereken Şey,5.0,2020.0,3.0,17.0,Tuesday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 5. Sezon: Ben Seni Bırakamam Bebeğim,2020-03-17,True,That '70s Show,Ben Seni Bırakamam Bebeğim,5.0,2020.0,3.0,17.0,Tuesday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 5. Sezon: Kaliforniya'ya Yolculuk,2020-03-17,True,That '70s Show,Kaliforniya'ya Yolculuk,5.0,2020.0,3.0,17.0,Tuesday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 4. Sezon: Wisconsin Usulü Aşk,2020-03-17,True,That '70s Show,Wisconsin Usulü Aşk,4.0,2020.0,3.0,17.0,Tuesday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 4. Sezon: Herkes Casey'yi Sever,2020-03-17,True,That '70s Show,Herkes Casey'yi Sever,4.0,2020.0,3.0,17.0,Tuesday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 4. Sezon: Eric'in Yanlış Alarmı,2020-03-17,True,That '70s Show,Eric'in Yanlış Alarmı,4.0,2020.0,3.0,17.0,Tuesday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 4. Sezon: 70'ler Müzikali,2020-03-17,True,That '70s Show,70'ler Müzikali,4.0,2020.0,3.0,17.0,Tuesday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 4. Sezon: Hyde'ın Doğum Günü,2020-03-16,True,That '70s Show,Hyde'ın Doğum Günü,4.0,2020.0,3.0,16.0,Monday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 4. Sezon: Eric'in Corvette Macerası,2020-03-16,True,That '70s Show,Eric'in Corvette Macerası,4.0,2020.0,3.0,16.0,Monday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 4. Sezon: Eşek Şakası Günü,2020-03-16,True,That '70s Show,Eşek Şakası Günü,4.0,2020.0,3.0,16.0,Monday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 4. Sezon: Sınıf Fotoğrafı,2020-03-16,True,That '70s Show,Sınıf Fotoğrafı,4.0,2020.0,3.0,16.0,Monday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 4. Sezon: Jackie'nin Peynirli Kaçamağı,2020-03-16,True,That '70s Show,Jackie'nin Peynirli Kaçamağı,4.0,2020.0,3.0,16.0,Monday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 4. Sezon: Leo Kitty'yi Seviyor,2020-03-16,True,That '70s Show,Leo Kitty'yi Seviyor,4.0,2020.0,3.0,16.0,Monday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 4. Sezon: Kelso'nun Kariyeri,2020-03-16,True,That '70s Show,Kelso'nun Kariyeri,4.0,2020.0,3.0,16.0,Monday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 4. Sezon: Donna Bir Kelso'yla Çıkıyor,2020-03-16,True,That '70s Show,Donna Bir Kelso'yla Çıkıyor,4.0,2020.0,3.0,16.0,Monday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 4. Sezon: Tornado Balosu,2020-03-15,True,That '70s Show,Tornado Balosu,4.0,2020.0,3.0,15.0,Sunday,True,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
Uğur Böceği,2020-03-15,False,Uğur Böceği,,,2020.0,3.0,15.0,Sunday,True,"Drama, Comedy",2017.0,en,39.832,7.3,
That '70s Show: 4. Sezon: Eric'in Seksi Kuzini,2020-03-15,True,That '70s Show,Eric'in Seksi Kuzini,4.0,2020.0,3.0,15.0,Sunday,True,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 4. Sezon: Peynirci Jackie,2020-03-15,True,That '70s Show,Peynirci Jackie,4.0,2020.0,3.0,15.0,Sunday,True,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 4. Sezon: Eric Forman Usulü Bir Noel,2020-03-15,True,That '70s Show,Eric Forman Usulü Bir Noel,4.0,2020.0,3.0,15.0,Sunday,True,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 4. Sezon: Fazlalık,2020-03-15,True,That '70s Show,Fazlalık,4.0,2020.0,3.0,15.0,Sunday,True,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 4. Sezon: Red ve Stacey,2020-03-15,True,That '70s Show,Red ve Stacey,4.0,2020.0,3.0,15.0,Sunday,True,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 4. Sezon: Unutulan Oğul,2020-03-15,True,That '70s Show,Unutulan Oğul,4.0,2020.0,3.0,15.0,Sunday,True,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 4. Sezon: Donna'nın Hikayesi,2020-03-14,True,That '70s Show,Donna'nın Hikayesi,4.0,2020.0,3.0,14.0,Saturday,True,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 4. Sezon: Baloda İşler Karışıyor,2020-03-14,True,That '70s Show,Baloda İşler Karışıyor,4.0,2020.0,3.0,14.0,Saturday,True,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 4. Sezon: Tekerrür,2020-03-14,True,That '70s Show,Tekerrür,4.0,2020.0,3.0,14.0,Saturday,True,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 4. Sezon: Bodrum Katına Elveda,2020-03-14,True,That '70s Show,Bodrum Katına Elveda,4.0,2020.0,3.0,14.0,Saturday,True,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 4. Sezon: Hyde Kız Tavlıyor,2020-03-14,True,That '70s Show,Hyde Kız Tavlıyor,4.0,2020.0,3.0,14.0,Saturday,True,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 4. Sezon: Pinciotti Forman'a Karşı,2020-03-14,True,That '70s Show,Pinciotti Forman'a Karşı,4.0,2020.0,3.0,14.0,Saturday,True,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 4. Sezon: Eric Depresyonda,2020-03-13,True,That '70s Show,Eric Depresyonda,4.0,2020.0,3.0,13.0,Friday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 4. Sezon: Şahane Hayat,2020-03-13,True,That '70s Show,Şahane Hayat,4.0,2020.0,3.0,13.0,Friday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 3. Sezon: Söz Yüzüğü,2020-03-13,True,That '70s Show,Söz Yüzüğü,3.0,2020.0,3.0,13.0,Friday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 3. Sezon: Sahne Arkasına Geçiş,2020-03-12,True,That '70s Show,Sahne Arkasına Geçiş,3.0,2020.0,3.0,12.0,Thursday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 3. Sezon: Kanada Gezisi,2020-03-12,True,That '70s Show,Kanada Gezisi,3.0,2020.0,3.0,12.0,Thursday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 3. Sezon: Eric Sarhoşken Dövme Yaptırıyor,2020-03-12,True,That '70s Show,Eric Sarhoşken Dövme Yaptırıyor,3.0,2020.0,3.0,12.0,Thursday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 3. Sezon: Fez Donna'yla Çıkıyor,2020-03-12,True,That '70s Show,Fez Donna'yla Çıkıyor,3.0,2020.0,3.0,12.0,Thursday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 3. Sezon: Eric Yaramazlık Peşinde,2020-03-12,True,That '70s Show,Eric Yaramazlık Peşinde,3.0,2020.0,3.0,12.0,Thursday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 3. Sezon: Kelso'nun Sınavı,2020-03-12,True,That '70s Show,Kelso'nun Sınavı,3.0,2020.0,3.0,12.0,Thursday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 3. Sezon: Kitty'nin Doğum Günü (Bugün müydü?!),2020-03-12,True,That '70s Show,Kitty'nin Doğum Günü (Bugün müydü?!),3.0,2020.0,3.0,12.0,Thursday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 3. Sezon: Romantik Hafta Sonu,2020-03-12,True,That '70s Show,Romantik Hafta Sonu,3.0,2020.0,3.0,12.0,Thursday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 3. Sezon: Donna'nın Külodu,2020-03-12,True,That '70s Show,Donna'nın Külodu,3.0,2020.0,3.0,12.0,Thursday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 3. Sezon: Radyo Dalgası,2020-03-12,True,That '70s Show,Radyo Dalgası,3.0,2020.0,3.0,12.0,Thursday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 3. Sezon: Yiyip Kaçmak,2020-03-11,True,That '70s Show,Yiyip Kaçmak,3.0,2020.0,3.0,11.0,Wednesday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 3. Sezon: Fez Kız Tavlıyor,2020-03-11,True,That '70s Show,Fez Kız Tavlıyor,3.0,2020.0,3.0,11.0,Wednesday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 3. Sezon: Kim Daha Çok İstekli?,2020-03-11,True,That '70s Show,Kim Daha Çok İstekli?,3.0,2020.0,3.0,11.0,Wednesday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 3. Sezon: Buz Kulübesi,2020-03-11,True,That '70s Show,Buz Kulübesi,3.0,2020.0,3.0,11.0,Wednesday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 3. Sezon: Hyde'ın Noel Partisi,2020-03-11,True,That '70s Show,Hyde'ın Noel Partisi,3.0,2020.0,3.0,11.0,Wednesday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 3. Sezon: Jackie Hyde'ı Tavlıyor,2020-03-10,True,That '70s Show,Jackie Hyde'ı Tavlıyor,3.0,2020.0,3.0,10.0,Tuesday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 3. Sezon: Bebek Delisi,2020-03-10,True,That '70s Show,Bebek Delisi,3.0,2020.0,3.0,10.0,Tuesday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 3. Sezon: Eric'in Külotları,2020-03-09,True,That '70s Show,Eric'in Külotları,3.0,2020.0,3.0,9.0,Monday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 3. Sezon: Patenli Disko,2020-03-09,True,That '70s Show,Patenli Disko,3.0,2020.0,3.0,9.0,Monday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 3. Sezon: Tuhaf Bir Cadılar Bayramı,2020-03-08,True,That '70s Show,Tuhaf Bir Cadılar Bayramı,3.0,2020.0,3.0,8.0,Sunday,True,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 3. Sezon: Hyde'ın Babası,2020-03-08,True,That '70s Show,Hyde'ın Babası,3.0,2020.0,3.0,8.0,Sunday,True,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 3. Sezon: Red'in Gözü Dönüyor,2020-03-08,True,That '70s Show,Red'in Gözü Dönüyor,3.0,2020.0,3.0,8.0,Sunday,True,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 3. Sezon: Ot Çılgınlığı,2020-03-06,True,That '70s Show,Ot Çılgınlığı,3.0,2020.0,3.0,6.0,Friday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 2. Sezon: Açık Saçık Bir Poz,2020-03-06,True,That '70s Show,Açık Saçık Bir Poz,2.0,2020.0,3.0,6.0,Friday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 2. Sezon: Kızların Kavgası,2020-03-06,True,That '70s Show,Kızların Kavgası,2.0,2020.0,3.0,6.0,Friday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 2. Sezon: Red Sinirden Köpürüyor,2020-03-06,True,That '70s Show,Red Sinirden Köpürüyor,2.0,2020.0,3.0,6.0,Friday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 2. Sezon: Aman Tanrım!,2020-03-06,True,That '70s Show,Aman Tanrım!,2.0,2020.0,3.0,6.0,Friday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 2. Sezon: Jackie Hayatına Devam Ediyor,2020-03-06,True,That '70s Show,Jackie Hayatına Devam Ediyor,2.0,2020.0,3.0,6.0,Friday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 2. Sezon: Kelso'nun Serenadı,2020-03-06,True,That '70s Show,Kelso'nun Serenadı,2.0,2020.0,3.0,6.0,Friday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 2. Sezon: Ölüm Öpücüğü,2020-03-05,True,That '70s Show,Ölüm Öpücüğü,2.0,2020.0,3.0,5.0,Thursday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 2. Sezon: Ebeveynler Durumu Öğreniyor,2020-03-05,True,That '70s Show,Ebeveynler Durumu Öğreniyor,2.0,2020.0,3.0,5.0,Thursday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 2. Sezon: Kitty ve Eric'in Gecesi,2020-03-04,True,That '70s Show,Kitty ve Eric'in Gecesi,2.0,2020.0,3.0,4.0,Wednesday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 2. Sezon: Kızarıklık,2020-03-04,True,That '70s Show,Kızarıklık,2.0,2020.0,3.0,4.0,Wednesday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 2. Sezon: İlk Defa,2020-03-04,True,That '70s Show,İlk Defa,2.0,2020.0,3.0,4.0,Wednesday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 2. Sezon: Evde Yangın Çıkıyor,2020-03-02,True,That '70s Show,Evde Yangın Çıkıyor,2.0,2020.0,3.0,2.0,Monday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 2. Sezon: Red'in Yeni İşi,2020-03-02,True,That '70s Show,Red'in Yeni İşi,2.0,2020.0,3.0,2.0,Monday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 2. Sezon: Geyik Avı,2020-03-02,True,That '70s Show,Geyik Avı,2.0,2020.0,3.0,2.0,Monday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 2. Sezon: Eric'in Zulası,2020-03-02,True,That '70s Show,Eric'in Zulası,2.0,2020.0,3.0,2.0,Monday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 2. Sezon: Laurie Evden Taşınıyor,2020-03-01,True,That '70s Show,Laurie Evden Taşınıyor,2.0,2020.0,3.0,1.0,Sunday,True,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 2. Sezon: Red'in Doğum Günü,2020-02-28,True,That '70s Show,Red'in Doğum Günü,2.0,2020.0,2.0,28.0,Friday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 2. Sezon: Eric Okuldan Uzaklaştırılıyor,2020-02-27,True,That '70s Show,Eric Okuldan Uzaklaştırılıyor,2.0,2020.0,2.0,27.0,Thursday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 2. Sezon: Yatılı Misafir,2020-02-26,True,That '70s Show,Yatılı Misafir,2.0,2020.0,2.0,26.0,Wednesday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 2. Sezon: Seni Seviyorum Diyebilmek,2020-02-26,True,That '70s Show,Seni Seviyorum Diyebilmek,2.0,2020.0,2.0,26.0,Wednesday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 2. Sezon: Vanstock,2020-02-26,True,That '70s Show,Vanstock,2.0,2020.0,2.0,26.0,Wednesday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 2. Sezon: Cadılar Bayramı,2020-02-25,True,That '70s Show,Cadılar Bayramı,2.0,2020.0,2.0,25.0,Tuesday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 2. Sezon: Laurie ve Profesör,2020-02-25,True,That '70s Show,Laurie ve Profesör,2.0,2020.0,2.0,25.0,Tuesday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 2. Sezon: Kadife Halat,2020-02-25,True,That '70s Show,Kadife Halat,2.0,2020.0,2.0,25.0,Tuesday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 2. Sezon: Red'in Son Günü,2020-02-25,True,That '70s Show,Red'in Son Günü,2.0,2020.0,2.0,25.0,Tuesday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 2. Sezon: Garaj Satışı,2020-02-25,True,That '70s Show,Garaj Satışı,2.0,2020.0,2.0,25.0,Tuesday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: İyi Evlat,2020-02-24,True,That '70s Show,İyi Evlat,,2020.0,2.0,24.0,Monday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: Hyde Taşınıyor,2020-02-24,True,That '70s Show,Hyde Taşınıyor,,2020.0,2.0,24.0,Monday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: Büyükannenin Ölümü,2020-02-24,True,That '70s Show,Büyükannenin Ölümü,,2020.0,2.0,24.0,Monday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: Punkçı Kız,2020-02-23,True,That '70s Show,Punkçı Kız,,2020.0,2.0,23.0,Sunday,True,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: Su Kulesi,2020-02-23,True,That '70s Show,Su Kulesi,,2020.0,2.0,23.0,Sunday,True,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: Yeni Bir Umut,2020-02-23,True,That '70s Show,Yeni Bir Umut,,2020.0,2.0,23.0,Sunday,True,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: Balo Gecesi,2020-02-22,True,That '70s Show,Balo Gecesi,,2020.0,2.0,22.0,Saturday,True,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: Kariyer Günü,2020-02-22,True,That '70s Show,Kariyer Günü,,2020.0,2.0,22.0,Saturday,True,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: Doğum Kontrol Hapı,2020-02-22,True,That '70s Show,Doğum Kontrol Hapı,,2020.0,2.0,22.0,Saturday,True,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: İlk Randevu,2020-02-21,True,That '70s Show,İlk Randevu,,2020.0,2.0,21.0,Friday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: Güreş Maçı,2020-02-21,True,That '70s Show,Güreş Maçı,,2020.0,2.0,21.0,Friday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: Çalıntı Araba,2020-02-21,True,That '70s Show,Çalıntı Araba,,2020.0,2.0,21.0,Friday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: Kayak Gezisi,2020-02-20,True,That '70s Show,Kayak Gezisi,,2020.0,2.0,20.0,Thursday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: Gelmiş Geçmiş En İyi Noel,2020-02-20,True,That '70s Show,Gelmiş Geçmiş En İyi Noel,,2020.0,2.0,20.0,Thursday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: Eric'in Kankası,2020-02-20,True,That '70s Show,Eric'in Kankası,,2020.0,2.0,20.0,Thursday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: Kanlı Pazar,2020-02-19,True,That '70s Show,Kanlı Pazar,,2020.0,2.0,19.0,Wednesday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: Şükran Günü,2020-02-18,True,That '70s Show,Şükran Günü,,2020.0,2.0,18.0,Tuesday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: Açık Hava Sineması,2020-02-18,True,That '70s Show,Açık Hava Sineması,,2020.0,2.0,18.0,Tuesday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: Eric Hamburgercide Çalışıyor,2020-02-18,True,That '70s Show,Eric Hamburgercide Çalışıyor,,2020.0,2.0,18.0,Tuesday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: Seksistlerin Savaşı,2020-02-14,True,That '70s Show,Seksistlerin Savaşı,,2020.0,2.0,14.0,Friday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: Çıplak Protesto,2020-02-14,True,That '70s Show,Çıplak Protesto,,2020.0,2.0,14.0,Friday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
