Title,Date,Is_Series,Series_Name,Episode_Title,Season,Year,Month,Day,Day_of_Week,Is_Weekend,Genres,Release_Year,Original_Language,Popularity,Rating,Total_Episodes
Friends: 9. Sezon: Phoebe'nin Doğum Günü Yemeği,2024-07-31,True,Friends,Phoebe'nin Doğum Günü Yemeği,9.0,2024.0,7.0,31.0,Wednesday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 9. Sezon: Köpek Balıkları,2024-07-31,True,Friends,Köpek Balıkları,9.0,2024.0,7.0,31.0,Wednesday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 9. Sezon: Çocuk Doktoru,2024-07-31,True,Friends,Çocuk Doktoru,9.0,2024.0,7.0,31.0,Wednesday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 9. Sezon: Emma'nın Gözyaşları,2024-07-30,True,Friends,Emma'nın Gözyaşları,9.0,2024.0,7.0,30.0,Tuesday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 9. Sezon: Nişan Karmaşası,2024-07-30,True,Friends,Nişan Karmaşası,9.0,2024.0,7.0,30.0,Tuesday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 8. Sezon: Rachel Doğum Yapıyor: Kısım 2,2024-07-30,True,Friends,Kısım 2,8.0,2024.0,7.0,30.0,Tuesday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 8. Sezon: Rachel Doğum Yapıyor: Kısım 1,2024-07-30,True,Friends,Kısım 1,8.0,2024.0,7.0,30.0,Tuesday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 8. Sezon: Rachel Gecikiyor,2024-07-29,True,Friends,Rachel Gecikiyor,8.0,2024.0,7.0,29.0,Monday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 8. Sezon: Aşçılık Dersi,2024-07-29,True,Friends,Aşçılık Dersi,8.0,2024.0,7.0,29.0,Monday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 8. Sezon: Bebek Partisi,2024-07-29,True,Friends,Bebek Partisi,8.0,2024.0,7.0,29.0,Monday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 8. Sezon: Joey'nin Röportajı,2024-07-29,True,Friends,Joey'nin Röportajı,8.0,2024.0,7.0,29.0,Monday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 8. Sezon: Massapequa,2024-07-29,True,Friends,Massapequa,8.0,2024.0,7.0,29.0,Monday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 8. Sezon: Çay Yaprakları,2024-07-28,True,Friends,Çay Yaprakları,8.0,2024.0,7.0,28.0,Sunday,True,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 8. Sezon: Joey Rachel'a Söylüyor,2024-07-28,True,Friends,Joey Rachel'a Söylüyor,8.0,2024.0,7.0,28.0,Sunday,True,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 8. Sezon: Doğum Videosu,2024-07-28,True,Friends,Doğum Videosu,8.0,2024.0,7.0,28.0,Sunday,True,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 8. Sezon: Gizli Kiler,2024-07-27,True,Friends,Gizli Kiler,8.0,2024.0,7.0,27.0,Saturday,True,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 8. Sezon: Chandler Banyo Yapıyor,2024-07-27,True,Friends,Chandler Banyo Yapıyor,8.0,2024.0,7.0,27.0,Saturday,True,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 8. Sezon: Joey Rachel ile Çıkıyor,2024-07-27,True,Friends,Joey Rachel ile Çıkıyor,8.0,2024.0,7.0,27.0,Saturday,True,Comedy,1994.0,en,500.812,8.4,267.0
Gossip Girl: 2. Sezon: Yaz Mükemmel Geçti,2024-07-27,True,Gossip Girl,Yaz Mükemmel Geçti,2.0,2024.0,7.0,27.0,Saturday,True,"Drama, Mystery",2007.0,en,301.635,8.2,149.0
Friends: 8. Sezon: Ürkütücü Kartpostal,2024-07-26,True,Friends,Ürkütücü Kartpostal,8.0,2024.0,7.0,26.0,Friday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 8. Sezon: Monica'nın Çizmeleri,2024-07-26,True,Friends,Monica'nın Çizmeleri,8.0,2024.0,7.0,26.0,Friday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 8. Sezon: Dedikodu,2024-07-26,True,Friends,Dedikodu,8.0,2024.0,7.0,26.0,Friday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 8. Sezon: Striptizci,2024-07-26,True,Friends,Striptizci,8.0,2024.0,7.0,26.0,Friday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 8. Sezon: Leke,2024-07-26,True,Friends,Leke,8.0,2024.0,7.0,26.0,Friday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 8. Sezon: Cadılar Bayramı Partisi,2024-07-26,True,Friends,Cadılar Bayramı Partisi,8.0,2024.0,7.0,26.0,Friday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 8. Sezon: Rachel'ın Randevusu,2024-07-25,True,Friends,Rachel'ın Randevusu,8.0,2024.0,7.0,25.0,Thursday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 8. Sezon: Video,2024-07-24,True,Friends,Video,8.0,2024.0,7.0,24.0,Wednesday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 8. Sezon: Rachel Gerçeği Açıklıyor,2024-07-24,True,Friends,Rachel Gerçeği Açıklıyor,8.0,2024.0,7.0,24.0,Wednesday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 8. Sezon: Kırmızı Kazak,2024-07-24,True,Friends,Kırmızı Kazak,8.0,2024.0,7.0,24.0,Wednesday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 8. Sezon: Evet Dedikten Sonra,2024-07-24,True,Friends,Evet Dedikten Sonra,8.0,2024.0,7.0,24.0,Wednesday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 7. Sezon: Chandler ve Monica'nın Düğünü: Kısım 2,2024-07-24,True,Friends,Kısım 2,7.0,2024.0,7.0,24.0,Wednesday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 7. Sezon: Chandler ve Monica'nın Düğünü: Kısım 1,2024-07-24,True,Friends,Kısım 1,7.0,2024.0,7.0,24.0,Wednesday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 7. Sezon: Chandler'ın Babası,2024-07-24,True,Friends,Chandler'ın Babası,7.0,2024.0,7.0,24.0,Wednesday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 7. Sezon: Evlilik Yeminleri,2024-07-24,True,Friends,Evlilik Yeminleri,7.0,2024.0,7.0,24.0,Wednesday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 7. Sezon: Rachel'ın Tutku Dolu Öpücüğü,2024-07-24,True,Friends,Rachel'ın Tutku Dolu Öpücüğü,7.0,2024.0,7.0,24.0,Wednesday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 7. Sezon: Monica'nın Kuzeni ve Ross,2024-07-24,True,Friends,Monica'nın Kuzeni ve Ross,7.0,2024.0,7.0,24.0,Wednesday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 7. Sezon: Joey'nin Ödülü,2024-07-24,True,Friends,Joey'nin Ödülü,7.0,2024.0,7.0,24.0,Wednesday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 7. Sezon: Ucuz Gelinlik,2024-07-23,True,Friends,Ucuz Gelinlik,7.0,2024.0,7.0,23.0,Tuesday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 7. Sezon: Londra Hakkındaki Gerçek,2024-07-23,True,Friends,Londra Hakkındaki Gerçek,7.0,2024.0,7.0,23.0,Tuesday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 7. Sezon: Joey'nin Yeni Beyni,2024-07-23,True,Friends,Joey'nin Yeni Beyni,7.0,2024.0,7.0,23.0,Tuesday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 7. Sezon: 30. Doğum Günü Anıları,2024-07-23,True,Friends,30. Doğum Günü Anıları,7.0,2024.0,7.0,23.0,Tuesday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 7. Sezon: Rosita'nın Ölümü,2024-07-23,True,Friends,Rosita'nın Ölümü,7.0,2024.0,7.0,23.0,Tuesday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 7. Sezon: Ekip Sabahlıyor,2024-07-22,True,Friends,Ekip Sabahlıyor,7.0,2024.0,7.0,22.0,Monday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 7. Sezon: Peynirli Kekler,2024-07-22,True,Friends,Peynirli Kekler,7.0,2024.0,7.0,22.0,Monday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 7. Sezon: Bayram Armadillosu,2024-07-22,True,Friends,Bayram Armadillosu,7.0,2024.0,7.0,22.0,Monday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 7. Sezon: Ev Yapımı Şekerler,2024-07-21,True,Friends,Ev Yapımı Şekerler,7.0,2024.0,7.0,21.0,Sunday,True,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 7. Sezon: Chandler'ın Köpek Korkusu,2024-07-21,True,Friends,Chandler'ın Köpek Korkusu,7.0,2024.0,7.0,21.0,Sunday,True,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 7. Sezon: Ross'un Kütüphanedeki Kitabı,2024-07-21,True,Friends,Ross'un Kütüphanedeki Kitabı,7.0,2024.0,7.0,21.0,Sunday,True,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 7. Sezon: İdeal Uyku Partneri,2024-07-18,True,Friends,İdeal Uyku Partneri,7.0,2024.0,7.0,18.0,Thursday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 7. Sezon: Nişan Fotoğrafı,2024-07-16,True,Friends,Nişan Fotoğrafı,7.0,2024.0,7.0,16.0,Tuesday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 7. Sezon: Rachel'ın Asistanı,2024-07-16,True,Friends,Rachel'ın Asistanı,7.0,2024.0,7.0,16.0,Tuesday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 7. Sezon: Phoebe'nin Kurabiyeleri,2024-07-16,True,Friends,Phoebe'nin Kurabiyeleri,7.0,2024.0,7.0,16.0,Tuesday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 7. Sezon: Rachel'ın Okuduğu Kitap,2024-07-15,True,Friends,Rachel'ın Okuduğu Kitap,7.0,2024.0,7.0,15.0,Monday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 7. Sezon: Monica Gölgede Kalıyor,2024-07-15,True,Friends,Monica Gölgede Kalıyor,7.0,2024.0,7.0,15.0,Monday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 6. Sezon: Evlenme Teklifi: Kısım 2,2024-07-13,True,Friends,Kısım 2,6.0,2024.0,7.0,13.0,Saturday,True,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 6. Sezon: Evlenme Teklifi: Kısım 1,2024-07-13,True,Friends,Kısım 1,6.0,2024.0,7.0,13.0,Saturday,True,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 6. Sezon: Nişan Yüzüğü,2024-07-13,True,Friends,Nişan Yüzüğü,6.0,2024.0,7.0,13.0,Saturday,True,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 6. Sezon: Adamın Dibisin Paul,2024-07-11,True,Friends,Adamın Dibisin Paul,6.0,2024.0,7.0,11.0,Thursday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 6. Sezon: Mak-arna ve P.E.Y.N.İ.R.,2024-07-09,True,Friends,Mak-arna ve P.E.Y.N.İ.R.,6.0,2024.0,7.0,9.0,Tuesday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 6. Sezon: Joey'nin Buzdolabı,2024-07-09,True,Friends,Joey'nin Buzdolabı,6.0,2024.0,7.0,9.0,Tuesday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 6. Sezon: Ross Öğrencisiyle Çıkıyor,2024-07-05,True,Friends,Ross Öğrencisiyle Çıkıyor,6.0,2024.0,7.0,5.0,Friday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 6. Sezon: Unagi,2024-07-05,True,Friends,Unagi,6.0,2024.0,7.0,5.0,Friday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 6. Sezon: Başka Bir Hayat: Kısım 2,2024-06-28,True,Friends,Kısım 2,6.0,2024.0,6.0,28.0,Friday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 6. Sezon: Başka Bir Hayat: Kısım 1,2024-06-28,True,Friends,Kısım 1,6.0,2024.0,6.0,28.0,Friday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 6. Sezon: Chandler Ağlayamıyor,2024-06-28,True,Friends,Chandler Ağlayamıyor,6.0,2024.0,6.0,28.0,Friday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 6. Sezon: Rachel'ın Kız Kardeşi,2024-06-28,True,Friends,Rachel'ın Kız Kardeşi,6.0,2024.0,6.0,28.0,Friday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 6. Sezon: Fıkra,2024-06-26,True,Friends,Fıkra,6.0,2024.0,6.0,26.0,Wednesday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 6. Sezon: Eczacı Sehpası,2024-06-25,True,Friends,Eczacı Sehpası,6.0,2024.0,6.0,25.0,Tuesday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 6. Sezon: Özel Dans,2024-06-25,True,Friends,Özel Dans,6.0,2024.0,6.0,25.0,Tuesday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 6. Sezon: Ross Ot İçiyor,2024-06-25,True,Friends,Ross Ot İçiyor,6.0,2024.0,6.0,25.0,Tuesday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 6. Sezon: Ross'un Dişleri,2024-06-25,True,Friends,Ross'un Dişleri,6.0,2024.0,6.0,25.0,Tuesday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 6. Sezon: Phoebe'nin Koşu Stili,2024-06-25,True,Friends,Phoebe'nin Koşu Stili,6.0,2024.0,6.0,25.0,Tuesday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 6. Sezon: Son Akşam,2024-06-25,True,Friends,Son Akşam,6.0,2024.0,6.0,25.0,Tuesday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 6. Sezon: Joey'nin Porsche Arabası,2024-06-25,True,Friends,Joey'nin Porsche Arabası,6.0,2024.0,6.0,25.0,Tuesday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 6. Sezon: Joey'nin Sağlık Sigortası,2024-06-24,True,Friends,Joey'nin Sağlık Sigortası,6.0,2024.0,6.0,24.0,Monday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 6. Sezon: Vegas'tan Sonra,2024-06-23,True,Friends,Vegas'tan Sonra,6.0,2024.0,6.0,23.0,Sunday,True,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 5. Sezon: Vegas Gezisi: Kısım 2,2024-06-23,True,Friends,Kısım 2,5.0,2024.0,6.0,23.0,Sunday,True,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 5. Sezon: Vegas Gezisi: Kısım 1,2024-06-22,True,Friends,Kısım 1,5.0,2024.0,6.0,22.0,Saturday,True,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 5. Sezon: Joey'nin Büyük Çıkışı,2024-06-21,True,Friends,Joey'nin Büyük Çıkışı,5.0,2024.0,6.0,21.0,Friday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 5. Sezon: Top Oyunu,2024-06-21,True,Friends,Top Oyunu,5.0,2024.0,6.0,21.0,Friday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 5. Sezon: Polis Arabasıyla Gezinti,2024-06-19,True,Friends,Polis Arabasıyla Gezinti,5.0,2024.0,6.0,19.0,Wednesday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 5. Sezon: Ross Flört Etmeyi Beceremiyor,2024-06-19,True,Friends,Ross Flört Etmeyi Beceremiyor,5.0,2024.0,6.0,19.0,Wednesday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 5. Sezon: Rachel Sigara İçmeye Başlıyor,2024-06-16,True,Friends,Rachel Sigara İçmeye Başlıyor,5.0,2024.0,6.0,16.0,Sunday,True,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 5. Sezon: Rachel Birini Yanlışlıkla Öpüyor,2024-06-15,True,Friends,Rachel Birini Yanlışlıkla Öpüyor,5.0,2024.0,6.0,15.0,Saturday,True,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 5. Sezon: Polis Memuru Phoebe,2024-06-15,True,Friends,Polis Memuru Phoebe,5.0,2024.0,6.0,15.0,Saturday,True,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 5. Sezon: Joey'yi Yumruklayan Kız,2024-06-15,True,Friends,Joey'yi Yumruklayan Kız,5.0,2024.0,6.0,15.0,Saturday,True,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 5. Sezon: Herkes Gerçeği Öğreniyor,2024-06-15,True,Friends,Herkes Gerçeği Öğreniyor,5.0,2024.0,6.0,15.0,Saturday,True,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 5. Sezon: Joey'nin Çantası,2024-06-15,True,Friends,Joey'nin Çantası,5.0,2024.0,6.0,15.0,Saturday,True,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 5. Sezon: Chandler'ın İş Kahkahası,2024-06-15,True,Friends,Chandler'ın İş Kahkahası,5.0,2024.0,6.0,15.0,Saturday,True,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 5. Sezon: Yeni Yıl Kararları,2024-06-15,True,Friends,Yeni Yıl Kararları,5.0,2024.0,6.0,15.0,Saturday,True,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 5. Sezon: Uygunsuz Bir Yakınlık,2024-06-15,True,Friends,Uygunsuz Bir Yakınlık,5.0,2024.0,6.0,15.0,Saturday,True,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 5. Sezon: Ross'un Sandviçi,2024-06-15,True,Friends,Ross'un Sandviçi,5.0,2024.0,6.0,15.0,Saturday,True,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 5. Sezon: Şükran Günü Anıları,2024-06-15,True,Friends,Şükran Günü Anıları,5.0,2024.0,6.0,15.0,Saturday,True,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 5. Sezon: Ross'un Yeni Yuvası,2024-06-13,True,Friends,Ross'un Yeni Yuvası,5.0,2024.0,6.0,13.0,Thursday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 5. Sezon: Yeni Komşu Yeti,2024-06-13,True,Friends,Yeni Komşu Yeti,5.0,2024.0,6.0,13.0,Thursday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 5. Sezon: Eski Dost Kip,2024-06-13,True,Friends,Eski Dost Kip,5.0,2024.0,6.0,13.0,Thursday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 5. Sezon: Phoebe'nin PBS Nefreti,2024-06-13,True,Friends,Phoebe'nin PBS Nefreti,5.0,2024.0,6.0,13.0,Thursday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 5. Sezon: Yüzüncü Bölüm,2024-06-13,True,Friends,Yüzüncü Bölüm,5.0,2024.0,6.0,13.0,Thursday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 5. Sezon: Chandler'ın Öpüşme Serisi,2024-06-13,True,Friends,Chandler'ın Öpüşme Serisi,5.0,2024.0,6.0,13.0,Thursday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 5. Sezon: Ross'un Büyük Gafı,2024-06-13,True,Friends,Ross'un Büyük Gafı,5.0,2024.0,6.0,13.0,Thursday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 4. Sezon: Ross'un Düğünü: Kısım 2,2024-06-13,True,Friends,Kısım 2,4.0,2024.0,6.0,13.0,Thursday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 4. Sezon: Ross'un Düğünü: Kısım 1,2024-06-13,True,Friends,Kısım 1,4.0,2024.0,6.0,13.0,Thursday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 4. Sezon: Gelmiş Geçmiş En Kötü Sağdıç,2024-06-13,True,Friends,Gelmiş Geçmiş En Kötü Sağdıç,4.0,2024.0,6.0,13.0,Thursday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 4. Sezon: Davetiye,2024-06-10,True,Friends,Davetiye,4.0,2024.0,6.0,10.0,Monday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 4. Sezon: Gelinlikler,2024-06-10,True,Friends,Gelinlikler,4.0,2024.0,6.0,10.0,Monday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 4. Sezon: Acele Bir Karar,2024-06-10,True,Friends,Acele Bir Karar,4.0,2024.0,6.0,10.0,Monday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 4. Sezon: Rachel'ın Yeni Elbisesi,2024-06-09,True,Friends,Rachel'ın Yeni Elbisesi,4.0,2024.0,6.0,9.0,Sunday,True,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 4. Sezon: Bedava Porno Kanalı,2024-06-08,True,Friends,Bedava Porno Kanalı,4.0,2024.0,6.0,8.0,Saturday,True,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 4. Sezon: Sahte Parti,2024-06-08,True,Friends,Sahte Parti,4.0,2024.0,6.0,8.0,Saturday,True,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 4. Sezon: Ross Ragbi Oynuyor,2024-06-08,True,Friends,Ross Ragbi Oynuyor,4.0,2024.0,6.0,8.0,Saturday,True,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 4. Sezon: Kokuşmuş Joey,2024-06-08,True,Friends,Kokuşmuş Joey,4.0,2024.0,6.0,8.0,Saturday,True,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 4. Sezon: Rachel'ın Aşkı,2024-06-08,True,Friends,Rachel'ın Aşkı,4.0,2024.0,6.0,8.0,Saturday,True,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 4. Sezon: Embriyolar,2024-06-05,True,Friends,Embriyolar,4.0,2024.0,6.0,5.0,Wednesday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 4. Sezon: Phoebe'nin Rahmi,2024-06-05,True,Friends,Phoebe'nin Rahmi,4.0,2024.0,6.0,5.0,Wednesday,False,Comedy,1994.0,en,500.812,8.4,267.0
Adventure Time: 2. Sezon: Güçlü Hayvan / Kristaller Güçlüdür,2024-06-05,True,Adventure Time,Güçlü Hayvan / Kristaller Güçlüdür,2.0,2024.0,6.0,5.0,Wednesday,False,"Animation, Comedy, Sci-Fi & Fantasy",2010.0,en,398.935,8.5,295.0
Friends: 4. Sezon: Poughkeepsie'de Oturan Kız,2024-06-04,True,Friends,Poughkeepsie'de Oturan Kız,4.0,2024.0,6.0,4.0,Tuesday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 4. Sezon: Erkekler Çılgınca Eğleniyor,2024-06-04,True,Friends,Erkekler Çılgınca Eğleniyor,4.0,2024.0,6.0,4.0,Tuesday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 4. Sezon: Chandler'ın Kutu Cezası,2024-06-04,True,Friends,Chandler'ın Kutu Cezası,4.0,2024.0,6.0,4.0,Tuesday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 4. Sezon: Chandler Çizgiyi Aşıyor,2024-06-04,True,Friends,Chandler Çizgiyi Aşıyor,4.0,2024.0,6.0,4.0,Tuesday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 4. Sezon: Dağınık Kız,2024-06-03,True,Friends,Dağınık Kız,4.0,2024.0,6.0,3.0,Monday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 4. Sezon: Joey'nin Yeni Sevgilisi,2024-06-01,True,Friends,Joey'nin Yeni Sevgilisi,4.0,2024.0,6.0,1.0,Saturday,True,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 4. Sezon: Balo Dansı,2024-06-01,True,Friends,Balo Dansı,4.0,2024.0,6.0,1.0,Saturday,True,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 4. Sezon: Kelepçe,2024-05-31,True,Friends,Kelepçe,4.0,2024.0,5.0,31.0,Friday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 4. Sezon: Kedi,2024-05-31,True,Friends,Kedi,4.0,2024.0,5.0,31.0,Friday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 4. Sezon: Denizanası,2024-05-31,True,Friends,Denizanası,4.0,2024.0,5.0,31.0,Friday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 3. Sezon: Sahil,2024-05-30,True,Friends,Sahil,3.0,2024.0,5.0,30.0,Thursday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 3. Sezon: Ultimate Fighting Şampiyonu,2024-05-30,True,Friends,Ultimate Fighting Şampiyonu,3.0,2024.0,5.0,30.0,Thursday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 3. Sezon: Ross'un Kalçası,2024-05-30,True,Friends,Ross'un Kalçası,3.0,2024.0,5.0,30.0,Thursday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 3. Sezon: Bağıran Adam,2024-05-29,True,Friends,Bağıran Adam,3.0,2024.0,5.0,29.0,Wednesday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 3. Sezon: Civciv ve Ördek,2024-05-29,True,Friends,Civciv ve Ördek,3.0,2024.0,5.0,29.0,Wednesday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 3. Sezon: Bebek Evi,2024-05-28,True,Friends,Bebek Evi,3.0,2024.0,5.0,28.0,Tuesday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 3. Sezon: Dar Tişört,2024-05-28,True,Friends,Dar Tişört,3.0,2024.0,5.0,28.0,Tuesday,False,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 3. Sezon: Hipnoz Kaseti,2024-05-26,True,Friends,Hipnoz Kaseti,3.0,2024.0,5.0,26.0,Sunday,True,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 3. Sezon: Kayak Tatili,2024-05-26,True,Friends,Kayak Tatili,3.0,2024.0,5.0,26.0,Sunday,True,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 3. Sezon: Ertesi Gün,2024-05-25,True,Friends,Ertesi Gün,3.0,2024.0,5.0,25.0,Saturday,True,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 3. Sezon: Ross ve Rachel Ara Veriyor,2024-05-25,True,Friends,Ross ve Rachel Ara Veriyor,3.0,2024.0,5.0,25.0,Saturday,True,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 3. Sezon: Phoebe'nin Eski Partneri,2024-05-25,True,Friends,Phoebe'nin Eski Partneri,3.0,2024.0,5.0,25.0,Saturday,True,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 3. Sezon: Sadece Arkadaş,2024-05-25,True,Friends,Sadece Arkadaş,3.0,2024.0,5.0,25.0,Saturday,True,Comedy,1994.0,en,500.812,8.4,267.0
Friends: 3. Sezon: Kıskançlık Krizi,2024-05-25,True,Friends,Kıskançlık Krizi,3.0,2024.0,5.0,25.0,Saturday,True,Comedy,1994.0,en,500.812,8.4,267.0
